Statistik,Gebiet,Geschlecht,Jahr,Alter,Kalenderwoche,Sterbefaelle,Qualitaetskennzeichen
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,2,1043,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,2,1852,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,2,2361,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,2,3108,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,2,3228,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,2,2003,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,2,857,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,3,17454,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,3,172,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,3,45,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,3,69,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,3,160,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,3,306,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,3,454,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,3,567,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,3,888,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,3,1073,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,3,2062,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,3,2343,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,3,3183,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,3,3257,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,3,2017,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,3,858,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,4,16919,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,4,149,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,4,56,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,4,58,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,4,145,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,4,300,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,4,457,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,4,577,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,4,915,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,4,1029,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,4,1938,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,4,2352,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,4,2943,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,4,3181,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,4,1984,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,4,835,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,5,17631,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,5,146,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,5,40,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,5,58,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,5,134,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,5,278,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,5,482,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,5,663,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,5,903,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,5,1083,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,5,2051,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,5,2406,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,5,3072,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,5,3311,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,5,2140,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,5,864,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,6,18370,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,6,159,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,6,43,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,6,70,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,6,135,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,6,305,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,6,495,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,6,691,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,6,923,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,6,1083,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,6,2106,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,6,2531,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,6,3235,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,6,3495,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,6,2144,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,6,955,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,7,18914,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,7,172,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,7,47,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,7,71,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,7,152,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,7,312,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,7,474,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,7,677,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,7,910,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,7,1068,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,7,2156,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,7,2555,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,7,3408,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,7,3646,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,7,2295,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,7,971,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,8,18629,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,8,161,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,8,50,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,8,60,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,8,133,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,8,298,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,8,455,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,8,655,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,8,873,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,8,1095,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,8,1997,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,8,2518,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,8,3422,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,8,3578,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,8,2326,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,8,1008,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,9,18149,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,9,154,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,9,36,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,9,66,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,9,122,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,9,288,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,9,448,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,9,658,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,9,887,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,9,1087,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,9,2039,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,9,2461,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,9,3243,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,9,3546,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,9,2201,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,9,913,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,10,17956,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,10,138,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,10,47,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,10,60,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,10,173,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,10,293,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,10,476,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,10,651,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,10,884,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,10,1066,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,10,1890,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,10,2531,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,10,3220,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,10,3461,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,10,2157,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,10,909,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,11,17957,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,11,140,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,11,50,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,11,52,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,11,175,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,11,292,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,11,445,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,11,666,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,11,840,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,11,1062,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,11,2095,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,11,2454,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,11,3285,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,11,3351,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,11,2138,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,11,912,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,12,17341,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,12,143,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,12,43,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,12,67,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,12,152,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,12,285,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,12,437,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,12,643,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,12,838,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,12,1081,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,12,2041,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,12,2371,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,12,3078,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,12,3282,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,12,2028,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,12,852,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,13,17111,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,13,148,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,13,46,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,13,57,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,13,163,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,13,302,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,13,449,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,13,617,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,13,836,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,13,1082,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,13,1960,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,13,2404,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,13,3073,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,13,3170,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,13,2043,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,13,761,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,14,17527,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,14,151,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,14,44,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,14,61,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,14,130,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,14,307,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,14,462,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,14,641,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,14,906,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,14,1088,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,14,1964,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,14,2451,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,14,3138,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,14,3342,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,14,2014,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,14,828,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,15,16912,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,15,141,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,15,52,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,15,68,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,15,159,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,15,267,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,15,443,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,15,590,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,15,805,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,15,1011,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,15,1913,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,15,2348,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,15,3009,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,15,3188,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,15,2091,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,15,827,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,16,17109,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,16,161,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,16,38,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,16,67,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,16,148,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,16,303,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,16,444,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,16,654,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,16,849,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,16,1040,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,16,1911,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,16,2375,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,16,3073,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,16,3174,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,16,2062,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,16,810,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,17,16974,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,17,155,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,17,52,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,17,57,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,17,139,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,17,305,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,17,448,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,17,658,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,17,837,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,17,1043,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,17,1984,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,17,2318,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,17,3049,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,17,3153,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,17,1968,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,17,808,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,18,16563,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,18,134,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,18,51,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,18,62,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,18,123,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,18,303,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,18,444,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,18,638,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,18,799,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,18,1045,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,18,1913,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,18,2316,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,18,2946,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,18,3080,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,18,1944,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,18,765,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,19,15936,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,19,129,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,19,46,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,19,72,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,19,163,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,19,290,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,19,451,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,19,613,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,19,809,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,19,1010,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,19,1891,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,19,2254,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,19,2749,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,19,2898,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,19,1869,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,19,692,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,20,15807,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,20,139,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,20,44,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,20,58,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,20,136,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,20,270,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,20,482,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,20,636,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,20,809,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,20,984,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,20,1800,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,20,2269,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,20,2735,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,20,2938,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,20,1833,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,20,674,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,21,16533,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,21,147,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,21,42,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,21,81,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,21,149,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,21,277,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,21,468,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,21,651,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,21,860,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,21,1091,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,21,1847,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,21,2360,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,21,2936,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,21,3033,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,21,1900,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,21,691,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,22,15507,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,22,160,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,22,43,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,22,58,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,22,146,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,22,270,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,22,464,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,22,597,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,22,798,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,22,963,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,22,1817,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,22,2176,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,22,2745,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,22,2830,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,22,1781,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,22,659,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,23,15560,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,23,171,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,23,54,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,23,65,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,23,133,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,23,267,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,23,463,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,23,601,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,23,851,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,65-69,23,965,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,70-74,23,1840,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,75-79,23,2110,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,80-84,23,2774,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,85-89,23,2829,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,90-94,23,1780,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,95+,23,657,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,Insgesamt,24,15398,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,0-29,24,167,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,30-34,24,40,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,35-39,24,70,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,40-44,24,134,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,45-49,24,280,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,50-54,24,448,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,55-59,24,580,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2012,60-64,24,827,e
