Statistik,Gebiet,Geschlecht,Jahr,Alter,Kalenderwoche,Sterbefaelle,Qualitaetskennzeichen
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,38,17392,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,38,133,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,38,53,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,38,73,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,38,113,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,38,173,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,38,298,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,38,612,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,38,989,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,38,1288,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,38,1565,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,38,1789,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,38,3354,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,38,3654,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,38,2312,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,38,986,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,39,17670,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,39,129,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,39,53,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,39,79,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,39,111,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,39,175,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,39,296,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,39,614,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,39,996,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,39,1219,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,39,1660,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,39,1892,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,39,3318,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,39,3751,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,39,2312,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,39,1065,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,40,18216,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,40,145,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,40,51,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,40,89,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,40,121,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,40,169,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,40,334,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,40,634,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,40,973,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,40,1327,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,40,1654,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,40,1857,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,40,3395,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,40,3898,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,40,2454,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,40,1115,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,41,18803,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,41,134,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,41,48,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,41,81,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,41,121,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,41,169,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,41,319,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,41,681,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,41,1065,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,41,1276,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,41,1687,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,41,1976,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,41,3570,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,41,3956,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,41,2492,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,41,1228,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,42,19492,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,42,134,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,42,49,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,42,65,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,42,100,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,42,156,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,42,347,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,42,642,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,42,1077,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,42,1367,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,42,1771,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,42,2054,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,42,3645,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,42,4206,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,42,2668,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,42,1211,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,43,20291,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,43,140,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,43,44,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,43,100,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,43,124,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,43,175,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,43,337,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,43,648,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,43,1078,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,43,1388,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,43,1793,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,43,2073,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,43,3947,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,43,4377,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,43,2828,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,43,1239,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,44,20392,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,44,140,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,44,49,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,44,82,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,44,100,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,44,204,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,44,328,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,44,699,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,44,1057,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,44,1348,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,44,1852,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,44,2083,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,44,3873,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,44,4444,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,44,2799,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,44,1334,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,45,20621,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,45,151,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,45,56,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,45,93,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,45,122,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,45,170,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,45,341,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,45,649,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,45,1076,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,45,1329,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,45,1856,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,45,2138,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,45,3911,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,45,4522,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,45,2887,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,45,1320,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,46,20837,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,46,127,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,46,45,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,46,83,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,46,112,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,46,181,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,46,352,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,46,657,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,46,1079,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,46,1429,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,46,1966,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,46,2162,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,46,3943,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,46,4494,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,46,2943,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,46,1264,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,47,21099,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,47,149,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,47,51,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,47,82,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,47,131,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,47,189,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,47,349,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,47,709,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,47,1092,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,47,1446,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,47,1887,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,47,2239,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,47,4011,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,47,4559,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,47,2902,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,47,1303,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,48,22058,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,48,147,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,48,55,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,48,71,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,48,140,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,48,193,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,48,367,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,48,702,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,48,1194,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,48,1526,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,48,2075,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,48,2268,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,48,4049,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,48,4852,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,48,2995,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,48,1424,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,49,23006,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,49,161,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,49,55,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,49,92,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,49,138,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,49,218,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,49,368,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,49,680,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,49,1206,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,49,1616,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,49,1986,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,49,2400,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,49,4336,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,49,5088,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,49,3138,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,49,1524,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,50,22700,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,50,141,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,50,61,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,50,80,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,50,138,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,50,201,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,50,356,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,50,745,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,50,1069,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,50,1576,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,50,1989,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,50,2447,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,50,4317,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,50,4939,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,50,3157,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,50,1484,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,51,23168,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,51,149,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,51,42,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,51,82,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,51,125,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,51,183,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,51,334,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,51,739,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,51,1173,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,51,1582,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,51,2165,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,51,2479,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,51,4405,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,51,5056,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,51,3186,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,51,1468,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,52,22130,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,52,143,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,52,41,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,52,64,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,52,132,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,52,165,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,52,368,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,52,693,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,52,1153,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,52,1429,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,52,1981,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,52,2320,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,52,4225,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,52,4881,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,52,3117,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,52,1418,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,Insgesamt,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,0-29,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,30-34,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,35-39,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,40-44,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,45-49,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,50-54,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,55-59,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,60-64,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,65-69,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,70-74,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,75-79,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,80-84,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,85-89,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,90-94,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2023,95+,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,1,21851,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,0-29,1,144,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,30-34,1,47,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,35-39,1,83,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,40-44,1,135,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,45-49,1,212,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,50-54,1,342,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,55-59,1,692,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,60-64,1,1102,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,65-69,1,1524,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,70-74,1,1951,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,75-79,1,2261,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,80-84,1,4033,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,85-89,1,4947,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,90-94,1,2963,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,95+,1,1415,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,2,21438,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,0-29,2,152,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,30-34,2,48,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,35-39,2,82,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,40-44,2,125,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,45-49,2,200,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,50-54,2,365,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,55-59,2,663,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,60-64,2,1218,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,65-69,2,1507,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,70-74,2,1951,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,75-79,2,2230,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,80-84,2,4084,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,85-89,2,4624,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,90-94,2,2873,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,95+,2,1316,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,3,21815,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,0-29,3,134,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,30-34,3,48,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,35-39,3,92,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,40-44,3,148,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,45-49,3,187,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,50-54,3,374,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,55-59,3,726,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,60-64,3,1156,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,65-69,3,1578,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,70-74,3,1917,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,75-79,3,2297,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,80-84,3,4043,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,85-89,3,4775,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,90-94,3,2996,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,95+,3,1344,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,4,22131,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,0-29,4,153,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,30-34,4,53,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,35-39,4,84,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,40-44,4,117,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,45-49,4,171,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,50-54,4,365,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,55-59,4,729,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,60-64,4,1165,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,65-69,4,1504,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,70-74,4,2038,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,75-79,4,2390,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,80-84,4,4039,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,85-89,4,4981,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,90-94,4,2942,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,95+,4,1400,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,5,21934,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,0-29,5,165,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,30-34,5,50,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,35-39,5,74,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,40-44,5,136,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,45-49,5,196,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,50-54,5,377,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,55-59,5,745,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,60-64,5,1176,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,65-69,5,1521,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,70-74,5,2017,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,75-79,5,2327,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,80-84,5,4028,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,85-89,5,4788,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,90-94,5,2898,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,95+,5,1436,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,Insgesamt,6,22250,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,0-29,6,158,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,30-34,6,36,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,35-39,6,82,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,40-44,6,127,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,45-49,6,187,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,50-54,6,387,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,55-59,6,745,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,60-64,6,1204,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,65-69,6,1616,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,70-74,6,2024,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,75-79,6,2273,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,80-84,6,4114,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,85-89,6,4953,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2024,90-94,6,2949,e
