Statistik,Gebiet,Geschlecht,Jahr,Alter,Kalenderwoche,Sterbefaelle,Qualitaetskennzeichen
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,30-34,43,53,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,35-39,43,79,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,40-44,43,110,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,45-49,43,202,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,50-54,43,377,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,55-59,43,765,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,60-64,43,1015,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,65-69,43,1375,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,70-74,43,1799,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,75-79,43,2177,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,80-84,43,4157,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,85-89,43,3890,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,90-94,43,2942,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,95+,43,1283,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,Insgesamt,44,20426,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,0-29,44,131,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,30-34,44,55,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,35-39,44,50,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,40-44,44,94,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,45-49,44,186,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,50-54,44,400,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,55-59,44,711,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,60-64,44,1060,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,65-69,44,1414,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,70-74,44,1716,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,75-79,44,2223,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,80-84,44,4090,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,85-89,44,4021,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,90-94,44,2942,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,95+,44,1333,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,Insgesamt,45,21071,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,0-29,45,132,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,30-34,45,47,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,35-39,45,73,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,40-44,45,144,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,45-49,45,214,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,50-54,45,380,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,55-59,45,760,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,60-64,45,1060,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,65-69,45,1467,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,70-74,45,1743,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,75-79,45,2287,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,80-84,45,4223,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,85-89,45,4227,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,90-94,45,2991,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,95+,45,1323,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,Insgesamt,46,22344,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,0-29,46,166,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,30-34,46,46,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,35-39,46,77,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,40-44,46,137,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,45-49,46,193,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,50-54,46,443,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,55-59,46,767,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,60-64,46,1178,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,65-69,46,1502,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,70-74,46,1924,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,75-79,46,2398,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,80-84,46,4501,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,85-89,46,4375,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,90-94,46,3263,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,95+,46,1374,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,Insgesamt,47,23273,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,0-29,47,146,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,30-34,47,49,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,35-39,47,91,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,40-44,47,153,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,45-49,47,206,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,50-54,47,465,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,55-59,47,784,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,60-64,47,1233,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,65-69,47,1527,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,70-74,47,2070,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,75-79,47,2529,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,80-84,47,4723,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,85-89,47,4651,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,90-94,47,3224,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,95+,47,1422,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,Insgesamt,48,24185,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,0-29,48,155,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,30-34,48,60,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,35-39,48,77,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,40-44,48,161,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,45-49,48,200,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,50-54,48,444,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,55-59,48,884,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,60-64,48,1256,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,65-69,48,1665,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,70-74,48,2138,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,75-79,48,2570,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,80-84,48,4928,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,85-89,48,4763,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,90-94,48,3400,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,95+,48,1484,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,Insgesamt,49,24032,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,0-29,49,130,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,30-34,49,53,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,35-39,49,93,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,40-44,49,147,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,45-49,49,207,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,50-54,49,446,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,55-59,49,849,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,60-64,49,1278,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,65-69,49,1633,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,70-74,49,2067,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,75-79,49,2568,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,80-84,49,4820,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,85-89,49,4848,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,90-94,49,3402,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,95+,49,1491,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,Insgesamt,50,23009,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,0-29,50,141,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,30-34,50,53,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,35-39,50,94,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,40-44,50,127,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,45-49,50,213,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,50-54,50,444,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,55-59,50,803,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,60-64,50,1196,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,65-69,50,1651,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,70-74,50,1989,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,75-79,50,2571,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,80-84,50,4600,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,85-89,50,4593,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,90-94,50,3151,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,95+,50,1383,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,Insgesamt,51,22479,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,0-29,51,146,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,30-34,51,47,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,35-39,51,97,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,40-44,51,126,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,45-49,51,193,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,50-54,51,440,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,55-59,51,776,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,60-64,51,1194,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,65-69,51,1585,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,70-74,51,1991,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,75-79,51,2370,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,80-84,51,4582,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,85-89,51,4390,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,90-94,51,3158,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,95+,51,1384,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,Insgesamt,52,22174,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,0-29,52,131,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,30-34,52,50,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,35-39,52,86,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,40-44,52,120,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,45-49,52,205,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,50-54,52,440,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,55-59,52,770,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,60-64,52,1177,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,65-69,52,1533,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,70-74,52,1986,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,75-79,52,2400,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,80-84,52,4404,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,85-89,52,4354,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,90-94,52,3105,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,95+,52,1413,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,Insgesamt,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,0-29,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,30-34,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,35-39,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,40-44,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,45-49,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,50-54,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,55-59,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,60-64,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,65-69,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,70-74,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,75-79,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,80-84,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,85-89,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,90-94,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2021,95+,53,X,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,Insgesamt,1,20870,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,0-29,1,128,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,30-34,1,50,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,35-39,1,90,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,40-44,1,132,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,45-49,1,173,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,50-54,1,433,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,55-59,1,765,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,60-64,1,1188,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,65-69,1,1449,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,70-74,1,1778,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,75-79,1,2249,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,80-84,1,4161,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,85-89,1,4105,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,90-94,1,2864,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,95+,1,1305,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,Insgesamt,2,19921,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,0-29,2,148,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,30-34,2,51,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,35-39,2,72,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,40-44,2,114,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,45-49,2,211,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,50-54,2,394,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,55-59,2,721,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,60-64,2,1075,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,65-69,2,1393,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,70-74,2,1792,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,75-79,2,2145,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,80-84,2,4000,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,85-89,2,3834,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,90-94,2,2749,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,95+,2,1222,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,Insgesamt,3,19845,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,0-29,3,141,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,30-34,3,62,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,35-39,3,82,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,40-44,3,107,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,45-49,3,171,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,50-54,3,401,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,55-59,3,714,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,60-64,3,1090,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,65-69,3,1325,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,70-74,3,1741,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,75-79,3,2182,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,80-84,3,3893,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,85-89,3,3872,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,90-94,3,2838,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,95+,3,1226,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,Insgesamt,4,20224,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,0-29,4,141,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,30-34,4,46,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,35-39,4,67,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,40-44,4,123,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,45-49,4,164,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,50-54,4,383,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,55-59,4,707,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,60-64,4,1175,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,65-69,4,1462,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,70-74,4,1774,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,75-79,4,2264,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,80-84,4,3934,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,85-89,4,3981,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,90-94,4,2769,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,95+,4,1234,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,Insgesamt,5,20698,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,0-29,5,127,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,30-34,5,43,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,35-39,5,83,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,40-44,5,130,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,45-49,5,174,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,50-54,5,377,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,55-59,5,740,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,60-64,5,1082,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,65-69,5,1413,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,70-74,5,1732,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,75-79,5,2227,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,80-84,5,4175,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,85-89,5,4067,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,90-94,5,2961,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,95+,5,1367,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,Insgesamt,6,20495,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,0-29,6,155,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,30-34,6,46,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,35-39,6,91,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,40-44,6,114,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,45-49,6,177,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,50-54,6,385,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,55-59,6,743,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,60-64,6,1115,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,65-69,6,1373,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,70-74,6,1808,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,75-79,6,2201,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,80-84,6,4018,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,85-89,6,3974,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,90-94,6,2939,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,95+,6,1356,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,Insgesamt,7,21165,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,0-29,7,146,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,30-34,7,53,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,35-39,7,78,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,40-44,7,133,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,45-49,7,169,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,50-54,7,376,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,55-59,7,741,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,60-64,7,1032,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,65-69,7,1425,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,70-74,7,1843,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,75-79,7,2180,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,80-84,7,4238,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,85-89,7,4224,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,90-94,7,3150,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,95+,7,1377,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,Insgesamt,8,20375,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,0-29,8,124,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,30-34,8,48,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,35-39,8,89,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,40-44,8,141,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,45-49,8,184,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,50-54,8,396,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,55-59,8,726,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,60-64,8,1004,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,65-69,8,1398,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,70-74,8,1697,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,75-79,8,2143,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,80-84,8,4140,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,85-89,8,4009,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,90-94,8,2898,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,95+,8,1378,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,Insgesamt,9,20811,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,0-29,9,139,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,30-34,9,62,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,35-39,9,89,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,40-44,9,119,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,45-49,9,170,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,50-54,9,341,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,55-59,9,713,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,60-64,9,1051,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,65-69,9,1427,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,70-74,9,1750,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,75-79,9,2208,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,80-84,9,4005,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,85-89,9,4225,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,90-94,9,3107,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,95+,9,1405,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,Insgesamt,10,21251,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,0-29,10,141,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,30-34,10,47,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,35-39,10,69,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,40-44,10,120,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,45-49,10,201,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,50-54,10,401,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,55-59,10,690,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,60-64,10,1030,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,65-69,10,1412,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,70-74,10,1801,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,75-79,10,2261,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,80-84,10,4317,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,85-89,10,4187,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,90-94,10,3183,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,95+,10,1391,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,Insgesamt,11,21357,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,0-29,11,136,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,30-34,11,51,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,35-39,11,67,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,40-44,11,125,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,45-49,11,182,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,50-54,11,388,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,55-59,11,683,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,60-64,11,1037,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,65-69,11,1411,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,70-74,11,1823,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,75-79,11,2249,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,80-84,11,4318,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,85-89,11,4301,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,90-94,11,3195,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,95+,11,1391,e
Statistik der Sterbefälle,Deutschland,Insgesamt,2022,Insgesamt,12,21236,e
