year,month,icd10_code,icd10_desc,value
2010,Mai,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,1690
2010,Mai,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,28508
2010,Mai,I10-I15,Hypertonie (Hochdruckkrankheit),2608
2010,Mai,I20-I25,Ischämische Herzkrankheiten,10719
2010,Mai,I21,Akuter Myokardinfarkt,4476
2010,Mai,I22,Rezidivierender Myokardinfarkt,292
2010,Mai,I30-I52,Sonstige Formen der Herzkrankheit,7515
2010,Mai,I60-I69,Zerebrovaskuläre Krankheiten,4925
2010,Mai,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1894
2010,Mai,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1569
2010,Mai,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4809
2010,Mai,J00-J06,Akute Infektionen der oberen Atemwege,5
2010,Mai,J10-J18,Grippe und Pneumonie,1539
2010,Mai,J10,Grippe durch nachgewiesene Influenzaviren,0
2010,Mai,J11,"Grippe, Viren nicht nachgewiesen",3
2010,Mai,J20-J22,Sonstige akute Infektionen der unteren Atemwege,61
2010,Mai,J40-J47,Chronische Krankheiten der unteren Atemwege,2284
2010,Mai,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3553
2010,Mai,K70-K77,Krankheiten der Leber,1305
2010,Mai,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1623
2010,Mai,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",2
2010,Mai,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",85
2010,Mai,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",135
2010,Mai,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",1833
2010,Mai,R95,Plötzlicher Kindstod,17
2010,Mai,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2758
2010,Mai,S00-S09,Verletzungen des Kopfes,560
2010,Mai,S70-S79,Verletzungen der Hüfte und des Oberschenkels,356
2010,Mai,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,334
2010,Mai,T20-T32,Verbrennungen oder Verätzungen,19
2010,Mai,T33-T35,Erfrierungen,0
2010,Mai,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,105
2010,Mai,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,514
2010,Mai,V01-V99,Transportmittelunfälle,352
2010,Mai,W00-W19,Stürze,781
2010,Mai,W65-W74,Unfälle durch Ertrinken und Untergehen,22
2010,Mai,X60-X84,Vorsätzliche Selbstbeschädigung,812
2010,Mai,X85-Y09,Tätlicher Angriff,35
2010,Mai,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",230
2010,Jun,Insgesamt,Insgesamt,67023
2010,Jun,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1187
2010,Jun,A00-A09,Infektiöse Darmkrankheiten,193
2010,Jun,A15-A19,Tuberkulose,18
2010,Jun,B15-B19,Virushepatitis,74
2010,Jun,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),39
2010,Jun,C00-D48,KAPITEL II: Neubildungen,18272
2010,Jun,C00-C97,Bösartige Neubildungen,17760
2010,Jun,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5626
2010,Jun,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3767
2010,Jun,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,266
2010,Jun,C50,Bösartige Neubildung der Brustdrüse,1350
2010,Jun,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,886
2010,Jun,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1033
2010,Jun,C64-C68,Bösartige Neubildungen der Harnorgane,1090
2010,Jun,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1363
2010,Jun,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,187
2010,Jun,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2186
2010,Jun,E10-E14,Diabetes mellitus,1739
2010,Jun,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,1789
2010,Jun,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,424
2010,Jun,F10,Psychische und Verhaltensstörungen durch Alkohol,350
2010,Jun,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,1657
2010,Jun,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,27288
2010,Jun,I10-I15,Hypertonie (Hochdruckkrankheit),2503
2010,Jun,I20-I25,Ischämische Herzkrankheiten,10289
2010,Jun,I21,Akuter Myokardinfarkt,4200
2010,Jun,I22,Rezidivierender Myokardinfarkt,266
2010,Jun,I30-I52,Sonstige Formen der Herzkrankheit,7123
2010,Jun,I60-I69,Zerebrovaskuläre Krankheiten,4706
2010,Jun,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1835
2010,Jun,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1521
2010,Jun,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4533
2010,Jun,J00-J06,Akute Infektionen der oberen Atemwege,5
2010,Jun,J10-J18,Grippe und Pneumonie,1420
2010,Jun,J10,Grippe durch nachgewiesene Influenzaviren,0
2010,Jun,J11,"Grippe, Viren nicht nachgewiesen",2
2010,Jun,J20-J22,Sonstige akute Infektionen der unteren Atemwege,45
2010,Jun,J40-J47,Chronische Krankheiten der unteren Atemwege,2268
2010,Jun,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3384
2010,Jun,K70-K77,Krankheiten der Leber,1187
2010,Jun,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1469
2010,Jun,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",3
2010,Jun,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",113
2010,Jun,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",107
2010,Jun,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",1796
2010,Jun,R95,Plötzlicher Kindstod,9
2010,Jun,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2752
2010,Jun,S00-S09,Verletzungen des Kopfes,541
2010,Jun,S70-S79,Verletzungen der Hüfte und des Oberschenkels,342
2010,Jun,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,403
2010,Jun,T20-T32,Verbrennungen oder Verätzungen,26
2010,Jun,T33-T35,Erfrierungen,0
2010,Jun,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,88
2010,Jun,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,519
2010,Jun,V01-V99,Transportmittelunfälle,385
2010,Jun,W00-W19,Stürze,717
2010,Jun,W65-W74,Unfälle durch Ertrinken und Untergehen,42
2010,Jun,X60-X84,Vorsätzliche Selbstbeschädigung,849
2010,Jun,X85-Y09,Tätlicher Angriff,34
2010,Jun,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",216
2010,Jul,Insgesamt,Insgesamt,73373
2010,Jul,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1446
2010,Jul,A00-A09,Infektiöse Darmkrankheiten,173
2010,Jul,A15-A19,Tuberkulose,25
2010,Jul,B15-B19,Virushepatitis,79
2010,Jul,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),41
2010,Jul,C00-D48,KAPITEL II: Neubildungen,19066
2010,Jul,C00-C97,Bösartige Neubildungen,18537
2010,Jul,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5891
2010,Jul,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3777
2010,Jul,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,293
2010,Jul,C50,Bösartige Neubildung der Brustdrüse,1517
2010,Jul,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,951
2010,Jul,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1072
2010,Jul,C64-C68,Bösartige Neubildungen der Harnorgane,1166
2010,Jul,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1486
2010,Jul,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,208
2010,Jul,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2463
2010,Jul,E10-E14,Diabetes mellitus,1883
2010,Jul,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,2299
2010,Jul,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,539
2010,Jul,F10,Psychische und Verhaltensstörungen durch Alkohol,461
2010,Jul,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,2019
2010,Jul,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,29685
2010,Jul,I10-I15,Hypertonie (Hochdruckkrankheit),2738
2010,Jul,I20-I25,Ischämische Herzkrankheiten,10850
2010,Jul,I21,Akuter Myokardinfarkt,4368
2010,Jul,I22,Rezidivierender Myokardinfarkt,267
2010,Jul,I30-I52,Sonstige Formen der Herzkrankheit,8006
2010,Jul,I60-I69,Zerebrovaskuläre Krankheiten,5237
2010,Jul,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",2068
2010,Jul,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1659
2010,Jul,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,5351
2010,Jul,J00-J06,Akute Infektionen der oberen Atemwege,8
2010,Jul,J10-J18,Grippe und Pneumonie,1855
2010,Jul,J10,Grippe durch nachgewiesene Influenzaviren,0
2010,Jul,J11,"Grippe, Viren nicht nachgewiesen",0
2010,Jul,J20-J22,Sonstige akute Infektionen der unteren Atemwege,57
2010,Jul,J40-J47,Chronische Krankheiten der unteren Atemwege,2480
2010,Jul,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3397
2010,Jul,K70-K77,Krankheiten der Leber,1190
2010,Jul,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1838
2010,Jul,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",3
2010,Jul,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",88
2010,Jul,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",118
2010,Jul,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",2029
2010,Jul,R95,Plötzlicher Kindstod,8
2010,Jul,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3048
2010,Jul,S00-S09,Verletzungen des Kopfes,633
2010,Jul,S70-S79,Verletzungen der Hüfte und des Oberschenkels,323
2010,Jul,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,439
2010,Jul,T20-T32,Verbrennungen oder Verätzungen,31
2010,Jul,T33-T35,Erfrierungen,2
2010,Jul,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,86
2010,Jul,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,622
2010,Jul,V01-V99,Transportmittelunfälle,440
2010,Jul,W00-W19,Stürze,801
2010,Jul,W65-W74,Unfälle durch Ertrinken und Untergehen,98
2010,Jul,X60-X84,Vorsätzliche Selbstbeschädigung,909
2010,Jul,X85-Y09,Tätlicher Angriff,47
2010,Jul,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",232
2010,Aug,Insgesamt,Insgesamt,67528
2010,Aug,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1231
2010,Aug,A00-A09,Infektiöse Darmkrankheiten,214
2010,Aug,A15-A19,Tuberkulose,22
2010,Aug,B15-B19,Virushepatitis,99
2010,Aug,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),38
2010,Aug,C00-D48,KAPITEL II: Neubildungen,18854
2010,Aug,C00-C97,Bösartige Neubildungen,18351
2010,Aug,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5829
2010,Aug,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3671
2010,Aug,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,273
2010,Aug,C50,Bösartige Neubildung der Brustdrüse,1439
2010,Aug,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,903
2010,Aug,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1094
2010,Aug,C64-C68,Bösartige Neubildungen der Harnorgane,1109
2010,Aug,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1474
2010,Aug,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,203
2010,Aug,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2146
2010,Aug,E10-E14,Diabetes mellitus,1676
2010,Aug,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,2044
2010,Aug,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,476
2010,Aug,F10,Psychische und Verhaltensstörungen durch Alkohol,403
2010,Aug,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,1756
2010,Aug,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,26817
2010,Aug,I10-I15,Hypertonie (Hochdruckkrankheit),2492
2010,Aug,I20-I25,Ischämische Herzkrankheiten,9925
2010,Aug,I21,Akuter Myokardinfarkt,4147
2010,Aug,I22,Rezidivierender Myokardinfarkt,266
2010,Aug,I30-I52,Sonstige Formen der Herzkrankheit,6946
2010,Aug,I60-I69,Zerebrovaskuläre Krankheiten,4832
2010,Aug,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1798
2010,Aug,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1459
2010,Aug,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4170
2010,Aug,J00-J06,Akute Infektionen der oberen Atemwege,5
2010,Aug,J10-J18,Grippe und Pneumonie,1373
2010,Aug,J10,Grippe durch nachgewiesene Influenzaviren,0
2010,Aug,J11,"Grippe, Viren nicht nachgewiesen",1
2010,Aug,J20-J22,Sonstige akute Infektionen der unteren Atemwege,45
2010,Aug,J40-J47,Chronische Krankheiten der unteren Atemwege,1925
2010,Aug,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3542
2010,Aug,K70-K77,Krankheiten der Leber,1319
2010,Aug,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1558
2010,Aug,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",3
2010,Aug,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",111
2010,Aug,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",123
2010,Aug,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",1915
2010,Aug,R95,Plötzlicher Kindstod,15
2010,Aug,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2721
2010,Aug,S00-S09,Verletzungen des Kopfes,545
2010,Aug,S70-S79,Verletzungen der Hüfte und des Oberschenkels,343
2010,Aug,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,352
2010,Aug,T20-T32,Verbrennungen oder Verätzungen,23
2010,Aug,T33-T35,Erfrierungen,0
2010,Aug,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,96
2010,Aug,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,517
2010,Aug,V01-V99,Transportmittelunfälle,343
2010,Aug,W00-W19,Stürze,805
2010,Aug,W65-W74,Unfälle durch Ertrinken und Untergehen,40
2010,Aug,X60-X84,Vorsätzliche Selbstbeschädigung,808
2010,Aug,X85-Y09,Tätlicher Angriff,36
2010,Aug,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",207
2010,Sep,Insgesamt,Insgesamt,66646
2010,Sep,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1120
2010,Sep,A00-A09,Infektiöse Darmkrankheiten,170
2010,Sep,A15-A19,Tuberkulose,27
2010,Sep,B15-B19,Virushepatitis,74
2010,Sep,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),35
2010,Sep,C00-D48,KAPITEL II: Neubildungen,18448
2010,Sep,C00-C97,Bösartige Neubildungen,17963
2010,Sep,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5663
2010,Sep,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3703
2010,Sep,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,266
2010,Sep,C50,Bösartige Neubildung der Brustdrüse,1471
2010,Sep,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,882
2010,Sep,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1099
2010,Sep,C64-C68,Bösartige Neubildungen der Harnorgane,1081
2010,Sep,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1456
2010,Sep,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,202
2010,Sep,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2201
2010,Sep,E10-E14,Diabetes mellitus,1720
2010,Sep,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,1913
2010,Sep,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,450
2010,Sep,F10,Psychische und Verhaltensstörungen durch Alkohol,369
2010,Sep,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,1728
2010,Sep,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,26660
2010,Sep,I10-I15,Hypertonie (Hochdruckkrankheit),2395
2010,Sep,I20-I25,Ischämische Herzkrankheiten,9911
2010,Sep,I21,Akuter Myokardinfarkt,4223
2010,Sep,I22,Rezidivierender Myokardinfarkt,244
2010,Sep,I30-I52,Sonstige Formen der Herzkrankheit,7121
2010,Sep,I60-I69,Zerebrovaskuläre Krankheiten,4612
2010,Sep,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1745
2010,Sep,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1485
2010,Sep,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4263
2010,Sep,J00-J06,Akute Infektionen der oberen Atemwege,10
2010,Sep,J10-J18,Grippe und Pneumonie,1342
2010,Sep,J10,Grippe durch nachgewiesene Influenzaviren,0
2010,Sep,J11,"Grippe, Viren nicht nachgewiesen",3
2010,Sep,J20-J22,Sonstige akute Infektionen der unteren Atemwege,50
2010,Sep,J40-J47,Chronische Krankheiten der unteren Atemwege,2068
2010,Sep,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3419
2010,Sep,K70-K77,Krankheiten der Leber,1279
2010,Sep,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1535
2010,Sep,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",4
2010,Sep,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",118
2010,Sep,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",137
2010,Sep,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",1777
2010,Sep,R95,Plötzlicher Kindstod,11
2010,Sep,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2804
2010,Sep,S00-S09,Verletzungen des Kopfes,604
2010,Sep,S70-S79,Verletzungen der Hüfte und des Oberschenkels,355
2010,Sep,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,382
2010,Sep,T20-T32,Verbrennungen oder Verätzungen,24
2010,Sep,T33-T35,Erfrierungen,0
2010,Sep,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,107
2010,Sep,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,492
2010,Sep,V01-V99,Transportmittelunfälle,397
2010,Sep,W00-W19,Stürze,809
2010,Sep,W65-W74,Unfälle durch Ertrinken und Untergehen,17
2010,Sep,X60-X84,Vorsätzliche Selbstbeschädigung,824
2010,Sep,X85-Y09,Tätlicher Angriff,34
2010,Sep,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",207
2010,Okt,Insgesamt,Insgesamt,71343
2010,Okt,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1227
2010,Okt,A00-A09,Infektiöse Darmkrankheiten,195
2010,Okt,A15-A19,Tuberkulose,24
2010,Okt,B15-B19,Virushepatitis,77
2010,Okt,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),43
2010,Okt,C00-D48,KAPITEL II: Neubildungen,19173
2010,Okt,C00-C97,Bösartige Neubildungen,18603
2010,Okt,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5850
2010,Okt,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3890
2010,Okt,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,268
2010,Okt,C50,Bösartige Neubildung der Brustdrüse,1437
2010,Okt,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,924
2010,Okt,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1115
2010,Okt,C64-C68,Bösartige Neubildungen der Harnorgane,1171
2010,Okt,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1498
2010,Okt,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,228
2010,Okt,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2358
2010,Okt,E10-E14,Diabetes mellitus,1877
2010,Okt,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,2211
2010,Okt,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,483
2010,Okt,F10,Psychische und Verhaltensstörungen durch Alkohol,411
2010,Okt,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,1881
2010,Okt,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,29121
2010,Okt,I10-I15,Hypertonie (Hochdruckkrankheit),2681
2010,Okt,I20-I25,Ischämische Herzkrankheiten,11018
2010,Okt,I21,Akuter Myokardinfarkt,4704
2010,Okt,I22,Rezidivierender Myokardinfarkt,273
2010,Okt,I30-I52,Sonstige Formen der Herzkrankheit,7518
2010,Okt,I60-I69,Zerebrovaskuläre Krankheiten,5117
2010,Okt,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1928
2010,Okt,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1605
2010,Okt,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4902
2010,Okt,J00-J06,Akute Infektionen der oberen Atemwege,13
2010,Okt,J10-J18,Grippe und Pneumonie,1561
2010,Okt,J10,Grippe durch nachgewiesene Influenzaviren,0
2010,Okt,J11,"Grippe, Viren nicht nachgewiesen",0
2010,Okt,J20-J22,Sonstige akute Infektionen der unteren Atemwege,56
2010,Okt,J40-J47,Chronische Krankheiten der unteren Atemwege,2409
2010,Okt,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3400
2010,Okt,K70-K77,Krankheiten der Leber,1263
2010,Okt,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1586
2010,Okt,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",3
2010,Okt,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",85
2010,Okt,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",135
2010,Okt,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",1951
2010,Okt,R95,Plötzlicher Kindstod,17
2010,Okt,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2755
2010,Okt,S00-S09,Verletzungen des Kopfes,574
2010,Okt,S70-S79,Verletzungen der Hüfte und des Oberschenkels,324
2010,Okt,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,339
2010,Okt,T20-T32,Verbrennungen oder Verätzungen,28
2010,Okt,T33-T35,Erfrierungen,0
2010,Okt,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,114
2010,Okt,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,431
2010,Okt,V01-V99,Transportmittelunfälle,358
2010,Okt,W00-W19,Stürze,782
2010,Okt,W65-W74,Unfälle durch Ertrinken und Untergehen,32
2010,Okt,X60-X84,Vorsätzliche Selbstbeschädigung,801
2010,Okt,X85-Y09,Tätlicher Angriff,40
2010,Okt,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",198
2010,Nov,Insgesamt,Insgesamt,69663
2010,Nov,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1133
2010,Nov,A00-A09,Infektiöse Darmkrankheiten,215
2010,Nov,A15-A19,Tuberkulose,28
2010,Nov,B15-B19,Virushepatitis,87
2010,Nov,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),34
2010,Nov,C00-D48,KAPITEL II: Neubildungen,18602
2010,Nov,C00-C97,Bösartige Neubildungen,18060
2010,Nov,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5602
2010,Nov,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3791
2010,Nov,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,272
2010,Nov,C50,Bösartige Neubildung der Brustdrüse,1429
2010,Nov,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,893
2010,Nov,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1076
2010,Nov,C64-C68,Bösartige Neubildungen der Harnorgane,1166
2010,Nov,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1428
2010,Nov,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,222
2010,Nov,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2313
2010,Nov,E10-E14,Diabetes mellitus,1874
2010,Nov,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,2057
2010,Nov,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,442
2010,Nov,F10,Psychische und Verhaltensstörungen durch Alkohol,373
2010,Nov,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,1792
2010,Nov,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,28424
2010,Nov,I10-I15,Hypertonie (Hochdruckkrankheit),2573
