year,month,icd10_code,icd10_desc,value
2020,Jun,K70-K77,Krankheiten der Leber,1263
2020,Jun,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1923
2020,Jun,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",.
2020,Jun,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",123
2020,Jun,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",157
2020,Jun,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",2736
2020,Jun,R95,Plötzlicher Kindstod,5
2020,Jun,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3401
2020,Jun,S00-S09,Verletzungen des Kopfes,797
2020,Jun,S70-S79,Verletzungen der Hüfte und des Oberschenkels,578
2020,Jun,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,206
2020,Jun,T20-T32,Verbrennungen oder Verätzungen,38
2020,Jun,T33-T35,Erfrierungen,0
2020,Jun,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,106
2020,Jun,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,566
2020,Jun,U071,"COVID-19, Virus nachgewiesen",286
2020,Jun,U072,"COVID-19, Virus  nicht  nachgewiesen",30
2020,Jun,V01-V99,Transportmittelunfälle,268
2020,Jun,W00-W19,Stürze,1371
2020,Jun,W65-W74,Unfälle durch Ertrinken und Untergehen,46
2020,Jun,X60-X84,Vorsätzliche Selbstbeschädigung,840
2020,Jun,X85-Y09,Tätlicher Angriff,30
2020,Jun,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",165
2020,Jul,Insgesamt,Insgesamt,73795
2020,Jul,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1142
2020,Jul,A00-A09,Infektiöse Darmkrankheiten,239
2020,Jul,A15-A19,Tuberkulose,17
2020,Jul,B15-B19,Virushepatitis,41
2020,Jul,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),25
2020,Jul,C00-D48,KAPITEL II: Neubildungen,20025
2020,Jul,C00-C97,Bösartige Neubildungen,19400
2020,Jul,C15-C26,Bösartige Neubildungen der Verdauungsorgane,6029
2020,Jul,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3965
2020,Jul,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,353
2020,Jul,C50,Bösartige Neubildung der Brustdrüse,1564
2020,Jul,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,971
2020,Jul,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1290
2020,Jul,C64-C68,Bösartige Neubildungen der Harnorgane,1305
2020,Jul,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1626
2020,Jul,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,329
2020,Jul,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2738
2020,Jul,E10-E14,Diabetes mellitus,1897
2020,Jul,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,4483
2020,Jul,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,527
2020,Jul,F10,Psychische und Verhaltensstörungen durch Alkohol,440
2020,Jul,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,2740
2020,Jul,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,25736
2020,Jul,I10-I15,Hypertonie (Hochdruckkrankheit),3651
2020,Jul,I20-I25,Ischämische Herzkrankheiten,9203
2020,Jul,I21,Akuter Myokardinfarkt,3406
2020,Jul,I22,Rezidivierender Myokardinfarkt,0
2020,Jul,I30-I52,Sonstige Formen der Herzkrankheit,6554
2020,Jul,I60-I69,Zerebrovaskuläre Krankheiten,4211
2020,Jul,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",848
2020,Jul,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",942
2020,Jul,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4023
2020,Jul,J00-J06,Akute Infektionen der oberen Atemwege,.
2020,Jul,J09-J18,Grippe und Pneumonie,935
2020,Jul,J10,Grippe durch nachgewiesene Influenzaviren,3
2020,Jul,J11,"Grippe, Viren nicht nachgewiesen",3
2020,Jul,J20-J22,Sonstige akute Infektionen der unteren Atemwege,17
2020,Jul,J40-J47,Chronische Krankheiten der unteren Atemwege,2316
2020,Jul,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3366
2020,Jul,K70-K77,Krankheiten der Leber,1254
2020,Jul,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,1921
2020,Jul,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",3
2020,Jul,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",127
2020,Jul,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",151
2020,Jul,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",2661
2020,Jul,R95,Plötzlicher Kindstod,4
2020,Jul,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3563
2020,Jul,S00-S09,Verletzungen des Kopfes,848
2020,Jul,S70-S79,Verletzungen der Hüfte und des Oberschenkels,562
2020,Jul,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,214
2020,Jul,T20-T32,Verbrennungen oder Verätzungen,35
2020,Jul,T33-T35,Erfrierungen,0
2020,Jul,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,119
2020,Jul,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,561
2020,Jul,U071,"COVID-19, Virus nachgewiesen",127
2020,Jul,U072,"COVID-19, Virus  nicht  nachgewiesen",31
2020,Jul,V01-V99,Transportmittelunfälle,314
2020,Jul,W00-W19,Stürze,1361
2020,Jul,W65-W74,Unfälle durch Ertrinken und Untergehen,70
2020,Jul,X60-X84,Vorsätzliche Selbstbeschädigung,805
2020,Jul,X85-Y09,Tätlicher Angriff,32
2020,Jul,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",176
2020,Aug,Insgesamt,Insgesamt,78742
2020,Aug,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1342
2020,Aug,A00-A09,Infektiöse Darmkrankheiten,277
2020,Aug,A15-A19,Tuberkulose,15
2020,Aug,B15-B19,Virushepatitis,38
2020,Aug,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),23
2020,Aug,C00-D48,KAPITEL II: Neubildungen,20227
2020,Aug,C00-C97,Bösartige Neubildungen,19554
2020,Aug,C15-C26,Bösartige Neubildungen der Verdauungsorgane,6021
2020,Aug,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3954
2020,Aug,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,340
2020,Aug,C50,Bösartige Neubildung der Brustdrüse,1585
2020,Aug,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,941
2020,Aug,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1370
2020,Aug,C64-C68,Bösartige Neubildungen der Harnorgane,1360
2020,Aug,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1675
2020,Aug,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,348
2020,Aug,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",3057
2020,Aug,E10-E14,Diabetes mellitus,2079
2020,Aug,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,5351
2020,Aug,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,476
2020,Aug,F10,Psychische und Verhaltensstörungen durch Alkohol,390
2020,Aug,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,3250
2020,Aug,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,27040
2020,Aug,I10-I15,Hypertonie (Hochdruckkrankheit),3782
2020,Aug,I20-I25,Ischämische Herzkrankheiten,9624
2020,Aug,I21,Akuter Myokardinfarkt,3462
2020,Aug,I22,Rezidivierender Myokardinfarkt,0
2020,Aug,I30-I52,Sonstige Formen der Herzkrankheit,7022
2020,Aug,I60-I69,Zerebrovaskuläre Krankheiten,4496
2020,Aug,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",851
2020,Aug,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",929
2020,Aug,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4539
2020,Aug,J00-J06,Akute Infektionen der oberen Atemwege,4
2020,Aug,J09-J18,Grippe und Pneumonie,1189
2020,Aug,J10,Grippe durch nachgewiesene Influenzaviren,.
2020,Aug,J11,"Grippe, Viren nicht nachgewiesen",.
2020,Aug,J20-J22,Sonstige akute Infektionen der unteren Atemwege,18
2020,Aug,J40-J47,Chronische Krankheiten der unteren Atemwege,2498
2020,Aug,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3428
2020,Aug,K70-K77,Krankheiten der Leber,1358
2020,Aug,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,2234
2020,Aug,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",0
2020,Aug,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",123
2020,Aug,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",173
2020,Aug,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",3191
2020,Aug,R95,Plötzlicher Kindstod,9
2020,Aug,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3620
2020,Aug,S00-S09,Verletzungen des Kopfes,848
2020,Aug,S70-S79,Verletzungen der Hüfte und des Oberschenkels,584
2020,Aug,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,194
2020,Aug,T20-T32,Verbrennungen oder Verätzungen,30
2020,Aug,T33-T35,Erfrierungen,0
2020,Aug,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,123
2020,Aug,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,561
2020,Aug,U071,"COVID-19, Virus nachgewiesen",149
2020,Aug,U072,"COVID-19, Virus  nicht  nachgewiesen",26
2020,Aug,V01-V99,Transportmittelunfälle,296
2020,Aug,W00-W19,Stürze,1403
2020,Aug,W65-W74,Unfälle durch Ertrinken und Untergehen,86
2020,Aug,X60-X84,Vorsätzliche Selbstbeschädigung,796
2020,Aug,X85-Y09,Tätlicher Angriff,18
2020,Aug,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",226
2020,Sep,Insgesamt,Insgesamt,74243
2020,Sep,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1165
2020,Sep,A00-A09,Infektiöse Darmkrankheiten,214
2020,Sep,A15-A19,Tuberkulose,12
2020,Sep,B15-B19,Virushepatitis,27
2020,Sep,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),13
2020,Sep,C00-D48,KAPITEL II: Neubildungen,19624
2020,Sep,C00-C97,Bösartige Neubildungen,18944
2020,Sep,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5832
2020,Sep,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3852
2020,Sep,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,328
2020,Sep,C50,Bösartige Neubildung der Brustdrüse,1511
2020,Sep,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,911
2020,Sep,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1321
2020,Sep,C64-C68,Bösartige Neubildungen der Harnorgane,1260
2020,Sep,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1690
2020,Sep,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,362
2020,Sep,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2799
2020,Sep,E10-E14,Diabetes mellitus,1911
2020,Sep,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,4642
2020,Sep,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,492
2020,Sep,F10,Psychische und Verhaltensstörungen durch Alkohol,395
2020,Sep,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,2802
2020,Sep,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,26009
2020,Sep,I10-I15,Hypertonie (Hochdruckkrankheit),3618
2020,Sep,I20-I25,Ischämische Herzkrankheiten,9342
2020,Sep,I21,Akuter Myokardinfarkt,3535
2020,Sep,I22,Rezidivierender Myokardinfarkt,0
2020,Sep,I30-I52,Sonstige Formen der Herzkrankheit,6698
2020,Sep,I60-I69,Zerebrovaskuläre Krankheiten,4145
2020,Sep,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",858
2020,Sep,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1018
2020,Sep,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4082
2020,Sep,J00-J06,Akute Infektionen der oberen Atemwege,5
2020,Sep,J09-J18,Grippe und Pneumonie,1025
2020,Sep,J10,Grippe durch nachgewiesene Influenzaviren,.
2020,Sep,J11,"Grippe, Viren nicht nachgewiesen",.
2020,Sep,J20-J22,Sonstige akute Infektionen der unteren Atemwege,10
2020,Sep,J40-J47,Chronische Krankheiten der unteren Atemwege,2258
2020,Sep,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3445
2020,Sep,K70-K77,Krankheiten der Leber,1257
2020,Sep,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,2042
2020,Sep,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",4
2020,Sep,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",115
2020,Sep,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",160
2020,Sep,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",2713
2020,Sep,R95,Plötzlicher Kindstod,3
2020,Sep,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3474
2020,Sep,S00-S09,Verletzungen des Kopfes,892
2020,Sep,S70-S79,Verletzungen der Hüfte und des Oberschenkels,587
2020,Sep,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,204
2020,Sep,T20-T32,Verbrennungen oder Verätzungen,19
2020,Sep,T33-T35,Erfrierungen,.
2020,Sep,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,127
2020,Sep,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,486
2020,Sep,U071,"COVID-19, Virus nachgewiesen",200
2020,Sep,U072,"COVID-19, Virus  nicht  nachgewiesen",21
2020,Sep,V01-V99,Transportmittelunfälle,300
2020,Sep,W00-W19,Stürze,1442
2020,Sep,W65-W74,Unfälle durch Ertrinken und Untergehen,20
2020,Sep,X60-X84,Vorsätzliche Selbstbeschädigung,750
2020,Sep,X85-Y09,Tätlicher Angriff,32
2020,Sep,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",162
2020,Okt,Insgesamt,Insgesamt,79781
2020,Okt,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1138
2020,Okt,A00-A09,Infektiöse Darmkrankheiten,215
2020,Okt,A15-A19,Tuberkulose,24
2020,Okt,B15-B19,Virushepatitis,39
2020,Okt,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),29
2020,Okt,C00-D48,KAPITEL II: Neubildungen,20796
2020,Okt,C00-C97,Bösartige Neubildungen,20116
2020,Okt,C15-C26,Bösartige Neubildungen der Verdauungsorgane,6295
2020,Okt,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,4102
2020,Okt,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,354
2020,Okt,C50,Bösartige Neubildung der Brustdrüse,1589
2020,Okt,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,968
2020,Okt,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1370
2020,Okt,C64-C68,Bösartige Neubildungen der Harnorgane,1387
2020,Okt,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1666
2020,Okt,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,390
2020,Okt,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",2965
2020,Okt,E10-E14,Diabetes mellitus,2122
2020,Okt,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,4878
2020,Okt,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,532
2020,Okt,F10,Psychische und Verhaltensstörungen durch Alkohol,420
2020,Okt,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,2964
2020,Okt,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,27860
2020,Okt,I10-I15,Hypertonie (Hochdruckkrankheit),3930
2020,Okt,I20-I25,Ischämische Herzkrankheiten,10036
2020,Okt,I21,Akuter Myokardinfarkt,3723
2020,Okt,I22,Rezidivierender Myokardinfarkt,0
2020,Okt,I30-I52,Sonstige Formen der Herzkrankheit,7185
2020,Okt,I60-I69,Zerebrovaskuläre Krankheiten,4440
2020,Okt,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",909
2020,Okt,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1013
2020,Okt,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4443
2020,Okt,J00-J06,Akute Infektionen der oberen Atemwege,8
2020,Okt,J09-J18,Grippe und Pneumonie,1152
2020,Okt,J10,Grippe durch nachgewiesene Influenzaviren,.
2020,Okt,J11,"Grippe, Viren nicht nachgewiesen",3
2020,Okt,J20-J22,Sonstige akute Infektionen der unteren Atemwege,23
2020,Okt,J40-J47,Chronische Krankheiten der unteren Atemwege,2388
2020,Okt,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3695
2020,Okt,K70-K77,Krankheiten der Leber,1373
2020,Okt,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,2072
2020,Okt,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",4
2020,Okt,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",99
2020,Okt,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",149
2020,Okt,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",2823
2020,Okt,R95,Plötzlicher Kindstod,10
2020,Okt,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3502
2020,Okt,S00-S09,Verletzungen des Kopfes,909
2020,Okt,S70-S79,Verletzungen der Hüfte und des Oberschenkels,596
2020,Okt,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,194
2020,Okt,T20-T32,Verbrennungen oder Verätzungen,25
2020,Okt,T33-T35,Erfrierungen,.
2020,Okt,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,106
2020,Okt,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,453
2020,Okt,U071,"COVID-19, Virus nachgewiesen",1336
2020,Okt,U072,"COVID-19, Virus  nicht  nachgewiesen",49
2020,Okt,V01-V99,Transportmittelunfälle,267
2020,Okt,W00-W19,Stürze,1472
2020,Okt,W65-W74,Unfälle durch Ertrinken und Untergehen,19
2020,Okt,X60-X84,Vorsätzliche Selbstbeschädigung,747
2020,Okt,X85-Y09,Tätlicher Angriff,26
2020,Okt,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",162
2020,Nov,Insgesamt,Insgesamt,85989
2020,Nov,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1193
2020,Nov,A00-A09,Infektiöse Darmkrankheiten,233
2020,Nov,A15-A19,Tuberkulose,14
2020,Nov,B15-B19,Virushepatitis,42
2020,Nov,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),17
2020,Nov,C00-D48,KAPITEL II: Neubildungen,19620
2020,Nov,C00-C97,Bösartige Neubildungen,18929
2020,Nov,C15-C26,Bösartige Neubildungen der Verdauungsorgane,5920
2020,Nov,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3750
2020,Nov,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,338
2020,Nov,C50,Bösartige Neubildung der Brustdrüse,1539
2020,Nov,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,859
2020,Nov,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1310
2020,Nov,C64-C68,Bösartige Neubildungen der Harnorgane,1284
2020,Nov,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1639
2020,Nov,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,357
2020,Nov,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",3022
2020,Nov,E10-E14,Diabetes mellitus,2116
2020,Nov,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,4921
2020,Nov,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,437
2020,Nov,F10,Psychische und Verhaltensstörungen durch Alkohol,344
2020,Nov,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,2897
2020,Nov,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,28310
2020,Nov,I10-I15,Hypertonie (Hochdruckkrankheit),4068
2020,Nov,I20-I25,Ischämische Herzkrankheiten,10303
2020,Nov,I21,Akuter Myokardinfarkt,3813
2020,Nov,I22,Rezidivierender Myokardinfarkt,0
2020,Nov,I30-I52,Sonstige Formen der Herzkrankheit,7277
2020,Nov,I60-I69,Zerebrovaskuläre Krankheiten,4418
2020,Nov,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",962
2020,Nov,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1006
2020,Nov,J00-J99,KAPITEL X: Krankheiten des Atmungssystems,4618
2020,Nov,J00-J06,Akute Infektionen der oberen Atemwege,5
2020,Nov,J09-J18,Grippe und Pneumonie,1164
2020,Nov,J10,Grippe durch nachgewiesene Influenzaviren,6
2020,Nov,J11,"Grippe, Viren nicht nachgewiesen",.
2020,Nov,J20-J22,Sonstige akute Infektionen der unteren Atemwege,29
2020,Nov,J40-J47,Chronische Krankheiten der unteren Atemwege,2597
2020,Nov,K00-K93,KAPITEL XI: Krankheiten des Verdauungssystems,3544
2020,Nov,K70-K77,Krankheiten der Leber,1372
2020,Nov,N00-N99,KAPITEL XIV: Krankheiten des Urogenitalsystems,2109
2020,Nov,O00-O99,"KAPITEL XV: Schwangerschaft, Geburt und Wochenbett",4
2020,Nov,P00-P96,"KAPITEL XVI: Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",103
2020,Nov,Q00-Q99,"KAPITEL XVII: Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",165
2020,Nov,R00-R99,"KAPITEL XVIII: Symptome und abnorme klinische und Laborbefunde, die a.n.k. sind",3059
2020,Nov,R95,Plötzlicher Kindstod,6
2020,Nov,S00-T98,"KAPITEL XIX: Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3395
2020,Nov,S00-S09,Verletzungen des Kopfes,837
2020,Nov,S70-S79,Verletzungen der Hüfte und des Oberschenkels,611
2020,Nov,T00-T07,Verletzungen mit Beteiligung mehrerer Körperregionen,177
2020,Nov,T20-T32,Verbrennungen oder Verätzungen,25
2020,Nov,T33-T35,Erfrierungen,.
2020,Nov,T51-T65,Toxische Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen,113
2020,Nov,T66-T78,Sonstige und n.n.bez. Schäden durch äußere Ursachen,449
2020,Nov,U071,"COVID-19, Virus nachgewiesen",7959
2020,Nov,U072,"COVID-19, Virus  nicht  nachgewiesen",98
2020,Nov,V01-V99,Transportmittelunfälle,212
2020,Nov,W00-W19,Stürze,1481
2020,Nov,W65-W74,Unfälle durch Ertrinken und Untergehen,17
2020,Nov,X60-X84,Vorsätzliche Selbstbeschädigung,714
2020,Nov,X85-Y09,Tätlicher Angriff,31
2020,Nov,Y10-Y34,"Ereignis, dessen nähere Umstände unbestimmt sind",169
2020,Dez,Insgesamt,Insgesamt,108792
2020,Dez,A00-B99,KAPITEL I: Bestimmte infektiöse und parasitäre Krankheiten,1315
2020,Dez,A00-A09,Infektiöse Darmkrankheiten,242
2020,Dez,A15-A19,Tuberkulose,18
2020,Dez,B15-B19,Virushepatitis,51
2020,Dez,B20-B24,HIV-Krankheit (Humane Immundefizienz-Viruskrankheit),29
2020,Dez,C00-D48,KAPITEL II: Neubildungen,20630
2020,Dez,C00-C97,Bösartige Neubildungen,19896
2020,Dez,C15-C26,Bösartige Neubildungen der Verdauungsorgane,6158
2020,Dez,C30-C39,Bösartige Neubildungen der Atmungsorgane und sonstiger intrathorakaler Organe,3916
2020,Dez,C43-C44,Melanom und sonstige bösartige Neubildungen der Haut,337
2020,Dez,C50,Bösartige Neubildung der Brustdrüse,1615
2020,Dez,C51-C58,Bösartige Neubildungen der weiblichen Genitalorgane,968
2020,Dez,C60-C63,Bösartige Neubildungen der männlichen Genitalorgane,1444
2020,Dez,C64-C68,Bösartige Neubildungen der Harnorgane,1413
2020,Dez,C81-C96,"Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes",1771
2020,Dez,D50-D89,KAPITEL III: Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,363
2020,Dez,E00-E90,"KAPITEL IV: Endokrine, Ernährungs- und Stoffwechselkrankheiten",3660
2020,Dez,E10-E14,Diabetes mellitus,2613
2020,Dez,F00-F99,KAPITEL V: Psychische und Verhaltensstörungen,5949
2020,Dez,F10-F19,Psychische und Verhaltensstörungen durch psychotrope Substanzen,593
2020,Dez,F10,Psychische und Verhaltensstörungen durch Alkohol,481
2020,Dez,G00-G99,KAPITEL VI: Krankheiten des Nervensystems,3364
2020,Dez,I00-I99,KAPITEL IX: Krankheiten des Kreislaufsystems,32906
2020,Dez,I10-I15,Hypertonie (Hochdruckkrankheit),5021
2020,Dez,I20-I25,Ischämische Herzkrankheiten,11902
2020,Dez,I21,Akuter Myokardinfarkt,4369
2020,Dez,I22,Rezidivierender Myokardinfarkt,0
2020,Dez,I30-I52,Sonstige Formen der Herzkrankheit,8507
2020,Dez,I60-I69,Zerebrovaskuläre Krankheiten,5012
2020,Dez,I64,"Schlaganfall, nicht als Blutung oder Infarkt bez.",1049
2020,Dez,I70-I79,"Krankheiten der Arterien, Arteriolen und Kapillaren",1130
